datetime,kwh
2022-03-21 00:00:00,1.0554062
2022-03-21 01:00:00,1.0399612
2022-03-21 02:00:00,1.1947565
2022-03-21 03:00:00,1.1944415
2022-03-21 04:00:00,1.1034163000000001
2022-03-21 05:00:00,1.0448112
2022-03-21 06:00:00,1.1992265
2022-03-21 07:00:00,1.1872265
2022-03-21 08:00:00,1.0979663
2022-03-21 09:00:00,1.0073561
2022-03-21 10:00:00,1.1345064
2022-03-21 11:00:00,1.1910515
2022-03-21 12:00:00,1.1478965
2022-03-21 13:00:00,5.632046210872786
2022-03-21 14:00:00,97.27019071334605
2022-03-21 15:00:00,5.392493446307537
2022-03-21 16:00:00,29.575978206872744
2022-03-21 17:00:00,37.34050675867641
2022-03-21 18:00:00,69.45346107331751
2022-03-21 19:00:00,122.6395507254693
2022-03-21 20:00:00,104.49299090012018
2022-03-21 21:00:00,31.30312553820025
2022-03-21 22:00:00,7.837882873093244
2022-03-21 23:00:00,0.31961758633240017
2022-03-22 00:00:00,1.0554062
2022-03-22 01:00:00,1.0399612
2022-03-22 02:00:00,1.1947565
2022-03-22 03:00:00,1.1944415
2022-03-22 04:00:00,1.1034163000000001
2022-03-22 05:00:00,1.0448112
2022-03-22 06:00:00,1.1992265
2022-03-22 07:00:00,1.1872265
2022-03-22 08:00:00,1.0979663
2022-03-22 09:00:00,1.0073561
2022-03-22 10:00:00,1.2139762430810408
2022-03-22 11:00:00,4.326859887958734
2022-03-22 12:00:00,35.435392371570764
2022-03-22 13:00:00,29.10653030749819
2022-03-22 14:00:00,1.0914812999999999
2022-03-22 15:00:00,1.1580650362900091
2022-03-22 16:00:00,7.15104535
2022-03-22 17:00:00,8.730998090710047
2022-03-22 18:00:00,28.141985986844265
2022-03-22 19:00:00,145.77553200982652
2022-03-22 20:00:00,116.65576085046405
2022-03-22 21:00:00,65.71522436996237
2022-03-22 22:00:00,0.4248691
2022-03-22 23:00:00,0.0
2022-03-23 00:00:00,1.0554062
2022-03-23 01:00:00,1.0399612
2022-03-23 02:00:00,1.1947565
2022-03-23 03:00:00,1.1944415
2022-03-23 04:00:00,1.1034163000000001
2022-03-23 05:00:00,1.0448112
2022-03-23 06:00:00,1.1992265
2022-03-23 07:00:00,10.042020358395424
2022-03-23 08:00:00,1.0979663
2022-03-23 09:00:00,1.0073561
2022-03-23 10:00:00,1.1345064
2022-03-23 11:00:00,1.1910515
2022-03-23 12:00:00,1.55143942
2022-03-23 13:00:00,1.0078161
2022-03-23 14:00:00,1.1092924985043475
2022-03-23 15:00:00,62.391062564316194
2022-03-23 16:00:00,5.38942426110429
2022-03-23 17:00:00,52.145138893451154
2022-03-23 18:00:00,42.032486405925376
2022-03-23 19:00:00,4.5790396666044
2022-03-23 20:00:00,1.3085347103829212
2022-03-23 21:00:00,1.0526012
2022-03-23 22:00:00,0.4248691
2022-03-23 23:00:00,0.0
2022-03-24 00:00:00,1.0554062
2022-03-24 01:00:00,1.0399612
2022-03-24 02:00:00,1.1947565
2022-03-24 03:00:00,1.1944415
2022-03-24 04:00:00,1.1034163000000001
2022-03-24 05:00:00,1.0448112
2022-03-24 06:00:00,1.1992265
2022-03-24 07:00:00,1.1872265
2022-03-24 08:00:00,1.0979663
2022-03-24 09:00:00,1.0073561
2022-03-24 10:00:00,8.136688056786957
2022-03-24 11:00:00,44.73075922819691
2022-03-24 12:00:00,1.1522024459660019
2022-03-24 13:00:00,1.0078161
2022-03-24 14:00:00,2.1916326871490415
2022-03-24 15:00:00,3.0582137774680502
2022-03-24 16:00:00,1.2397416
2022-03-24 17:00:00,12.881780464184265
2022-03-24 18:00:00,48.15908315449916
2022-03-24 19:00:00,69.741743327712
2022-03-24 20:00:00,7.907641117207508
2022-03-24 21:00:00,24.625462019277485
2022-03-24 22:00:00,2.064970828683411
2022-03-24 23:00:00,9.33886688916174
2022-03-25 00:00:00,1.0554062
2022-03-25 01:00:00,1.0399612
2022-03-25 02:00:00,1.1947565
2022-03-25 03:00:00,1.1944415
2022-03-25 04:00:00,1.1034163000000001
2022-03-25 05:00:00,1.0448112
2022-03-25 06:00:00,1.1992265
2022-03-25 07:00:00,1.1872265
2022-03-25 08:00:00,1.0979663
2022-03-25 09:00:00,1.0073561
2022-03-25 10:00:00,1.1345064
2022-03-25 11:00:00,1.1910515
2022-03-25 12:00:00,1.1478965
2022-03-25 13:00:00,1.0078161
2022-03-25 14:00:00,29.59544146349595
2022-03-25 15:00:00,62.15715769289021
2022-03-25 16:00:00,24.278043749186693
2022-03-25 17:00:00,46.39878919919601
2022-03-25 18:00:00,0.9885811999999999
2022-03-25 19:00:00,1.1870064999999999
2022-03-25 20:00:00,2.4386689389799443
2022-03-25 21:00:00,1.827378166182877
2022-03-25 22:00:00,0.8373019259412678
2022-03-25 23:00:00,0.0
2022-03-26 00:00:00,1.0554062
2022-03-26 01:00:00,1.0399612
2022-03-26 02:00:00,1.1947565
2022-03-26 03:00:00,1.1944415
2022-03-26 04:00:00,1.1034163000000001
2022-03-26 05:00:00,1.0448112
2022-03-26 06:00:00,1.1992265
2022-03-26 07:00:00,4.461346634782618
2022-03-26 08:00:00,11.207633681136778
2022-03-26 09:00:00,1.0073561
2022-03-26 10:00:00,1.1345064
2022-03-26 11:00:00,1.1910515
2022-03-26 12:00:00,1.1478965
2022-03-26 13:00:00,1.0078161
2022-03-26 14:00:00,15.556690992179947
2022-03-26 15:00:00,74.20278628477399
2022-03-26 16:00:00,1.314470833258781
2022-03-26 17:00:00,1.0603582075
2022-03-26 18:00:00,32.96664820174381
2022-03-26 19:00:00,103.51797710428234
2022-03-26 20:00:00,17.70520333600162
2022-03-26 21:00:00,12.159943309610453
2022-03-26 22:00:00,0.488956898458449
2022-03-26 23:00:00,0.0
2022-03-27 00:00:00,1.0554062
2022-03-27 01:00:00,1.0399612
2022-03-27 02:00:00,1.1947565
2022-03-27 03:00:00,1.1944415
2022-03-27 04:00:00,1.1034163000000001
2022-03-27 05:00:00,1.0448112
2022-03-27 06:00:00,1.1992265
2022-03-27 07:00:00,1.1872265
2022-03-27 08:00:00,1.0979663
2022-03-27 09:00:00,1.0073561
2022-03-27 10:00:00,4.450188733333333
2022-03-27 11:00:00,4.100163226190476
2022-03-27 12:00:00,1.1478965
2022-03-27 13:00:00,24.35987454895796
2022-03-27 14:00:00,85.06272618077058
2022-03-27 15:00:00,41.009486843659985
2022-03-27 16:00:00,17.468748493726455
2022-03-27 17:00:00,81.84287973865902
2022-03-27 18:00:00,69.13883175835859
2022-03-27 19:00:00,2.3591720041373376
2022-03-27 20:00:00,4.412969799031564
2022-03-27 21:00:00,2.8821254691019185
2022-03-27 22:00:00,0.4908691
2022-03-27 23:00:00,0.066
2022-03-28 00:00:00,1.0554062
2022-03-28 01:00:00,1.0399612
2022-03-28 02:00:00,1.1947565
2022-03-28 03:00:00,1.1944415
2022-03-28 04:00:00,1.1034163000000001
2022-03-28 05:00:00,1.0448112
2022-03-28 06:00:00,1.1992265
2022-03-28 07:00:00,1.1872265
2022-03-28 08:00:00,1.0979663
2022-03-28 09:00:00,1.0073561
2022-03-28 10:00:00,1.1345064
2022-03-28 11:00:00,1.1910515
2022-03-28 12:00:00,1.1478965
2022-03-28 13:00:00,3.0782384522277852
2022-03-28 14:00:00,4.20033903797585
2022-03-28 15:00:00,57.26621087943928
2022-03-28 16:00:00,2.0617133965579333
2022-03-28 17:00:00,19.397579139974262
2022-03-28 18:00:00,16.818196288509316
2022-03-28 19:00:00,76.00806731342023
2022-03-28 20:00:00,90.81751035058653
2022-03-28 21:00:00,2.515404986464365
2022-03-28 22:00:00,0.7276268839902628
2022-03-28 23:00:00,0.011443481677019786
2022-03-29 00:00:00,1.0554062
2022-03-29 01:00:00,1.0399612
2022-03-29 02:00:00,1.1947565
2022-03-29 03:00:00,1.1944415
2022-03-29 04:00:00,1.1034163000000001
2022-03-29 05:00:00,1.0448112
2022-03-29 06:00:00,1.1992265
2022-03-29 07:00:00,1.2069987995470846
2022-03-29 08:00:00,23.091777276927573
2022-03-29 09:00:00,28.436229930644508
2022-03-29 10:00:00,1.1938490998150857
2022-03-29 11:00:00,2.612043789964933
2022-03-29 12:00:00,5.27284389598768
2022-03-29 13:00:00,1.0671587998150858
2022-03-29 14:00:00,62.07280704481509
2022-03-29 15:00:00,34.864238386114835
2022-03-29 16:00:00,36.00990644563772
2022-03-29 17:00:00,19.658609176917384
2022-03-29 18:00:00,44.61046504383182
2022-03-29 19:00:00,119.05684473400967
2022-03-29 20:00:00,120.6552407408661
2022-03-29 21:00:00,15.862794905494491
2022-03-29 22:00:00,5.032724424546225
2022-03-29 23:00:00,0.10261718940718204
2022-03-30 00:00:00,1.0554062
2022-03-30 01:00:00,1.0399612
2022-03-30 02:00:00,1.1947565
2022-03-30 03:00:00,1.1944415
2022-03-30 04:00:00,1.1034163000000001
2022-03-30 05:00:00,1.0448112
2022-03-30 06:00:00,1.1992265
2022-03-30 07:00:00,1.1872265
2022-03-30 08:00:00,1.0979663
2022-03-30 09:00:00,1.0073561
2022-03-30 10:00:00,1.1345064
2022-03-30 11:00:00,1.1910515
2022-03-30 12:00:00,1.1478965
2022-03-30 13:00:00,1.0078161
2022-03-30 14:00:00,2.5118167869940224
2022-03-30 15:00:00,1.1384264499999999
2022-03-30 16:00:00,12.527569725
2022-03-30 17:00:00,1.3100790040049246
2022-03-30 18:00:00,5.930225062144951
2022-03-30 19:00:00,64.34815940995391
2022-03-30 20:00:00,30.00872217951332
2022-03-30 21:00:00,1.0526012
2022-03-30 22:00:00,0.4248691
2022-03-30 23:00:00,0.0
2022-03-31 00:00:00,1.0554062
2022-03-31 01:00:00,1.0399612
2022-03-31 02:00:00,1.1947565
2022-03-31 03:00:00,1.1944415
2022-03-31 04:00:00,1.1034163000000001
2022-03-31 05:00:00,1.0448112
2022-03-31 06:00:00,1.1992265
2022-03-31 07:00:00,1.1872265
2022-03-31 08:00:00,7.812698433823656
2022-03-31 09:00:00,1.0073561
2022-03-31 10:00:00,2.7441387672063287
2022-03-31 11:00:00,1.275562258388567
2022-03-31 12:00:00,1.1478965
2022-03-31 13:00:00,1.0078161
2022-03-31 14:00:00,1.0914812999999999
2022-03-31 15:00:00,1.1384264499999999
2022-03-31 16:00:00,1.2840388482059195
2022-03-31 17:00:00,1.0599112
2022-03-31 18:00:00,1.2809064440885227
2022-03-31 19:00:00,28.70177393756376
2022-03-31 20:00:00,14.072867720323739
2022-03-31 21:00:00,4.558323040484186
2022-03-31 22:00:00,0.4248691
2022-03-31 23:00:00,0.0
2022-04-01 00:00:00,1.0554062
2022-04-01 01:00:00,1.0399612
2022-04-01 02:00:00,1.1947565
2022-04-01 03:00:00,1.1944415
2022-04-01 04:00:00,1.1034163000000001
2022-04-01 05:00:00,1.0448112
2022-04-01 06:00:00,1.1992265
2022-04-01 07:00:00,1.1872265
2022-04-01 08:00:00,7.591037592150314
2022-04-01 09:00:00,1.0073561
2022-04-01 10:00:00,1.1345064
2022-04-01 11:00:00,2.106956656522667
2022-04-01 12:00:00,1.6268252693813556
2022-04-01 13:00:00,1.0078190827178375
2022-04-01 14:00:00,82.32366639498161
2022-04-01 15:00:00,21.455456222059055
2022-04-01 16:00:00,24.444239082032794
2022-04-01 17:00:00,11.246316654599951
2022-04-01 18:00:00,71.74025578766397
2022-04-01 19:00:00,45.146331435494396
2022-04-01 20:00:00,2.199611707317073
2022-04-01 21:00:00,1.087830712195122
2022-04-01 22:00:00,0.4248691
2022-04-01 23:00:00,0.0
2022-04-02 00:00:00,1.0554062
2022-04-02 01:00:00,1.0399612
2022-04-02 02:00:00,1.1947565
2022-04-02 03:00:00,1.1944415
2022-04-02 04:00:00,1.1034163000000001
2022-04-02 05:00:00,1.0448112
2022-04-02 06:00:00,1.1992265
2022-04-02 07:00:00,1.1872265
2022-04-02 08:00:00,1.0983319249999999
2022-04-02 09:00:00,1.0073561
2022-04-02 10:00:00,1.1345064
2022-04-02 11:00:00,1.1910515
2022-04-02 12:00:00,1.1478965
2022-04-02 13:00:00,1.3828278372700893
2022-04-02 14:00:00,1.1455055901327584
2022-04-02 15:00:00,57.45053210029922
2022-04-02 16:00:00,9.632372967358194
2022-04-02 17:00:00,3.218817939406206
2022-04-02 18:00:00,12.451219784204573
2022-04-02 19:00:00,27.378042815957908
2022-04-02 20:00:00,26.421452585470266
2022-04-02 21:00:00,1.0871532184913077
2022-04-02 22:00:00,0.4248691
2022-04-02 23:00:00,0.0
2022-04-03 00:00:00,1.0554062
2022-04-03 01:00:00,1.0399612
2022-04-03 02:00:00,1.1947565
2022-04-03 03:00:00,1.1944415
2022-04-03 04:00:00,1.1034163000000001
2022-04-03 05:00:00,1.0448112
2022-04-03 06:00:00,7.8091008797901
